LWexp,0.190312690841858,50,0.001772,0.0503880202245544,0.00428524784516318,0.00394833540622239,0.00411679162569278
LWexp,0.190996669131214,100,0.003504,0.0374616656436505,0.00318592636226354,0.00293544418252043,0.00306068527239199
LWexp,0.194840503552515,200,0.006982,0.0251389961607856,0.00213794526253436,0.00196985688614433,0.00205390107433935
LWexp,0.193937735165578,500,0.017404,0.0161048625570689,0.00136963760953041,0.00126195470199153,0.00131579615576097
LWexp,0.192837253199266,1000,0.034694,0.0115752110084064,0.000984413513569857,0.000907017486603193,0.000945715500086525
LWexp,0.192744851299887,2000,0.069592,0.00835381291633589,0.000710449798168098,0.000654593198294655,0.000682521498231376
LWexp,0.192886655453285,5000,0.17387,0.0054508194190029,0.000463564793090902,0.00042711865258969,0.000445341722840296
LWexp,0.193139673224134,10000,0.347882,0.00359606074258831,0.00030582689058982,0.000281782334166183,0.000293804612378001
LWexp,0.193004283724047,20000,0.69358,0.0024861775150164,0.000211436900902994,0.000194813423209466,0.00020312516205623
LWexp,0.192848266309847,50000,1.729354,0.00164077379091485,0.000139539563582452,0.000128568759467035,0.000134054161524743
LWexp,0.192866739597895,100000,3.484644,0.00117615384616693,0.000100025972689658,9.21617847514191e-05,9.60938787205386e-05
