LWexp,0.418,50,0.001612,0.493724140643444,0.0419887564617263,0.0386875391555725,0.0403381478086494
LWexp,0.706,100,0.003188,0.456048199119173,0.0387846070128718,0.0357353046121214,0.0372599558124966
LWexp,0.936,200,0.006306,0.244998057331467,0.0208358532954867,0.0191977081041605,0.0200167806998236
LWexp,0.996,500,0.01555,0.0631821491240673,0.00537332419849171,0.00495086560884987,0.00516209490367079
LWexp,1.0,1000,0.031056,0.0,0.0,0.0,0.0
LWexp,1.0,2000,0.062156,0.0,0.0,0.0,0.0
LWexp,1.0,5000,0.155786,0.0,0.0,0.0,0.0
LWexp,1.0,10000,0.310342,0.0,0.0,0.0,0.0
LWexp,1.0,20000,0.620422,0.0,0.0,0.0,0.0
LWexp,1.0,50000,1.545614,0.0,0.0,0.0,0.0
LWexp,1.0,100000,3.10511,0.0,0.0,0.0,0.0
